192|81|84|89|25|2022-01-08 00:00:00-05|2022-01-08 16:16:34.912-05|2022-01-08 16:16:34.912-05
195|80|84|87|25|2022-01-08 00:00:00-05|2022-01-08 18:08:15.393-05|2022-01-08 18:08:15.393-05
198|80|84|87|25|2022-01-08 00:00:00-05|2022-01-08 18:09:26.617-05|2022-01-08 18:09:26.617-05
201|80|84|87|25|2022-01-08 00:00:00-05|2022-01-08 18:09:31.263-05|2022-01-08 18:09:31.263-05
204|80|84|87|25|2022-01-08 00:00:00-05|2022-01-08 18:09:35.749-05|2022-01-08 18:09:35.749-05
207|80|84|87|25|2022-01-08 00:00:00-05|2022-01-08 18:09:39.882-05|2022-01-08 18:09:39.882-05
197|80|84|88|25|2022-01-08 21:00:00-05|2022-01-08 18:09:26.617-05|2022-01-08 18:44:22.141433-05
196|80|85|88|25|2022-01-08 22:00:00-05|2022-01-08 18:09:26.617-05|2022-01-08 18:44:22.141641-05
200|80|84|88|25|2022-01-08 21:00:00-05|2022-01-08 18:09:31.265-05|2022-01-08 18:44:33.525741-05
199|80|85|88|25|2022-01-08 22:00:00-05|2022-01-08 18:09:31.266-05|2022-01-08 18:44:33.526018-05
203|80|84|88|25|2022-01-08 21:00:00-05|2022-01-08 18:09:35.749-05|2022-01-08 18:44:44.233316-05
202|80|85|88|25|2022-01-08 22:00:00-05|2022-01-08 18:09:35.75-05|2022-01-08 18:44:44.233521-05
206|80|84|88|25|2022-01-08 21:00:00-05|2022-01-08 18:09:39.882-05|2022-01-08 18:44:55.590824-05
205|80|85|88|25|2022-01-08 22:00:00-05|2022-01-08 18:09:39.883-05|2022-01-08 18:44:55.591032-05
194|80|84|88|25|2022-01-08 21:00:00-05|2022-01-08 18:08:15.395-05|2022-01-08 18:45:29.622787-05
193|80|85|88|25|2022-01-08 22:00:00-05|2022-01-08 18:08:15.395-05|2022-01-08 18:45:29.622998-05
208|81|84|89|25|2022-01-08 00:00:00-05|2022-01-08 19:40:20.868-05|2022-01-08 19:40:20.868-05
209|81|84|89|25|2022-01-10 00:00:00-05|2022-01-10 11:23:16.644-05|2022-01-10 11:23:16.644-05
210|81|84|89|25|2022-01-11 00:00:00-05|2022-01-11 13:31:33.997-05|2022-01-11 13:31:33.997-05
211|81|84|89|25|2022-01-12 00:00:00-05|2022-01-12 09:32:23.147-05|2022-01-12 09:32:23.149-05
212|81|84|89|25|2022-01-14 00:00:00-05|2022-01-14 11:52:39.622-05|2022-01-14 11:52:39.622-05
213|81|84|89|25|2022-01-14 00:00:00-05|2022-01-14 11:52:55.109-05|2022-01-14 11:52:55.109-05
214|81|84|89|25|2022-01-15 00:00:00-05|2022-01-14 13:27:30.892-05|2022-01-14 13:27:30.892-05
215|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:05:58.232-05|2022-01-16 14:05:58.232-05
216|80|84|87|25|2022-01-11 00:00:00-05|2022-01-16 14:05:58.232-05|2022-01-16 14:05:58.232-05
217|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:22:57.568-05|2022-01-16 14:22:57.568-05
218|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:22:57.568-05|2022-01-16 14:22:57.568-05
219|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:23:23.762-05|2022-01-16 14:23:23.762-05
220|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:23:23.762-05|2022-01-16 14:23:23.762-05
221|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:24:45.928-05|2022-01-16 14:24:45.928-05
222|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:24:45.928-05|2022-01-16 14:24:45.928-05
223|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:24:57.975-05|2022-01-16 14:24:57.975-05
224|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:24:57.974-05|2022-01-16 14:24:57.974-05
225|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:25:15.18-05|2022-01-16 14:25:15.18-05
226|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:25:15.18-05|2022-01-16 14:25:15.18-05
227|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:25:28.908-05|2022-01-16 14:25:28.908-05
228|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:25:28.908-05|2022-01-16 14:25:28.908-05
229|80|85|87|25|2022-06-28 01:00:00-04|2022-01-16 14:25:53.784-05|2022-01-16 14:25:53.784-05
230|80|84|87|25|2022-01-16 00:00:00-05|2022-01-16 14:25:53.783-05|2022-01-16 14:25:53.783-05
231|81|84|89|25|2022-01-18 00:00:00-05|2022-01-18 09:19:06.704-05|2022-01-18 09:19:06.704-05
232|81|84|89|25|2022-01-19 00:00:00-05|2022-01-19 09:37:08.735-05|2022-01-19 09:37:08.735-05
233|80|85|87|25|2022-01-28 00:00:00-05|2022-01-24 11:13:37.324-05|2022-01-24 11:13:37.324-05
234|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:13:37.323-05|2022-01-24 11:13:37.323-05
235|80|85|87|25|2022-01-28 00:00:00-05|2022-01-24 11:16:45.932-05|2022-01-24 11:16:45.932-05
236|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:16:45.932-05|2022-01-24 11:16:45.932-05
237|80|85|87|25|2022-01-28 00:00:00-05|2022-01-24 11:17:25.295-05|2022-01-24 11:17:25.295-05
238|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:17:25.295-05|2022-01-24 11:17:25.295-05
239|80|85|87|25|2022-01-24 00:00:00-05|2022-01-24 11:17:33.786-05|2022-01-24 11:17:33.786-05
240|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:17:33.785-05|2022-01-24 11:17:33.785-05
241|80|85|87|25|2022-01-24 00:00:00-05|2022-01-24 11:20:31.228-05|2022-01-24 11:20:31.228-05
242|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:20:31.228-05|2022-01-24 11:20:31.228-05
243|80|85|87|25|2022-01-28 00:00:00-05|2022-01-24 11:21:48.947-05|2022-01-24 11:21:48.947-05
244|80|84|87|25|2022-01-24 00:00:00-05|2022-01-24 11:21:48.947-05|2022-01-24 11:21:48.947-05
